Harmonogram splat kredytu
Data rozpoczecia: 06.06.2023
Okres finansowania: 120 miesiecy
Wartosc inwestycji: 600000.00
Oprecentowanie roczne: 9.00%
Prowizja: 12.00%
Miesięczna rata: 7600.55
Calkowita prowizja: 600000.12
Harmonogram splat: 
Data		Kwota kapitalu	Kwota odsetek	Rata miesieczna	Saldo zadluzenia
06.06.2023	3100.55	4500.00	7600.55	596899.45
06.07.2023	3123.80	4476.75	7600.55	593775.65
06.08.2023	3147.23	4453.32	7600.55	590628.42
06.09.2023	3170.83	4429.71	7600.55	587457.59
06.10.2023	3194.61	4405.93	7600.55	584262.98
06.11.2023	3218.57	4381.97	7600.55	581044.40
06.12.2023	3242.71	4357.83	7600.55	577801.69
06.01.2024	3267.03	4333.51	7600.55	574534.66
06.02.2024	3291.54	4309.01	7600.55	571243.12
06.03.2024	3316.22	4284.32	7600.55	567926.90
06.04.2024	3341.09	4259.45	7600.55	564585.80
06.05.2024	3366.15	4234.39	7600.55	561219.65
06.06.2024	3391.40	4209.15	7600.55	557828.25
06.07.2024	3416.83	4183.71	7600.55	554411.41
06.08.2024	3442.46	4158.09	7600.55	550968.95
06.09.2024	3468.28	4132.27	7600.55	547500.67
06.10.2024	3494.29	4106.26	7600.55	544006.38
06.11.2024	3520.50	4080.05	7600.55	540485.88
06.12.2024	3546.90	4053.64	7600.55	536938.98
06.01.2025	3573.50	4027.04	7600.55	533365.48
06.02.2025	3600.31	4000.24	7600.55	529765.17
06.03.2025	3627.31	3973.24	7600.55	526137.86
06.04.2025	3654.51	3946.03	7600.55	522483.35
06.05.2025	3681.92	3918.63	7600.55	518801.43
06.06.2025	3709.54	3891.01	7600.55	515091.90
06.07.2025	3737.36	3863.19	7600.55	511354.54
06.08.2025	3765.39	3835.16	7600.55	507589.15
06.09.2025	3793.63	3806.92	7600.55	503795.52
06.10.2025	3822.08	3778.47	7600.55	499973.44
06.11.2025	3850.75	3749.80	7600.55	496122.70
06.12.2025	3879.63	3720.92	7600.55	492243.07
06.01.2026	3908.72	3691.82	7600.55	488334.35
06.02.2026	3938.04	3662.51	7600.55	484396.31
06.03.2026	3967.57	3632.97	7600.55	480428.73
06.04.2026	3997.33	3603.22	7600.55	476431.40
06.05.2026	4027.31	3573.24	7600.55	472404.09
06.06.2026	4057.52	3543.03	7600.55	468346.58
06.07.2026	4087.95	3512.60	7600.55	464258.63
06.08.2026	4118.61	3481.94	7600.55	460140.02
06.09.2026	4149.50	3451.05	7600.55	455990.53
06.10.2026	4180.62	3419.93	7600.55	451809.91
06.11.2026	4211.97	3388.57	7600.55	447597.94
06.12.2026	4243.56	3356.98	7600.55	443354.38
06.01.2027	4275.39	3325.16	7600.55	439078.99
06.02.2027	4307.45	3293.09	7600.55	434771.53
06.03.2027	4339.76	3260.79	7600.55	430431.77
06.04.2027	4372.31	3228.24	7600.55	426059.47
06.05.2027	4405.10	3195.45	7600.55	421654.36
06.06.2027	4438.14	3162.41	7600.55	417216.23
06.07.2027	4471.42	3129.12	7600.55	412744.80
06.08.2027	4504.96	3095.59	7600.55	408239.84
06.09.2027	4538.75	3061.80	7600.55	403701.09
06.10.2027	4572.79	3027.76	7600.55	399128.31
06.11.2027	4607.08	2993.46	7600.55	394521.22
06.12.2027	4641.64	2958.91	7600.55	389879.58
06.01.2028	4676.45	2924.10	7600.55	385203.13
06.02.2028	4711.52	2889.02	7600.55	380491.61
06.03.2028	4746.86	2853.69	7600.55	375744.75
06.04.2028	4782.46	2818.09	7600.55	370962.29
06.05.2028	4818.33	2782.22	7600.55	366143.96
06.06.2028	4854.47	2746.08	7600.55	361289.50
06.07.2028	4890.88	2709.67	7600.55	356398.62
06.08.2028	4927.56	2672.99	7600.55	351471.06
06.09.2028	4964.51	2636.03	7600.55	346506.55
06.10.2028	5001.75	2598.80	7600.55	341504.80
06.11.2028	5039.26	2561.29	7600.55	336465.54
06.12.2028	5077.05	2523.49	7600.55	331388.49
06.01.2029	5115.13	2485.41	7600.55	326273.35
06.02.2029	5153.50	2447.05	7600.55	321119.86
06.03.2029	5192.15	2408.40	7600.55	315927.71
06.04.2029	5231.09	2369.46	7600.55	310696.62
06.05.2029	5270.32	2330.22	7600.55	305426.30
06.06.2029	5309.85	2290.70	7600.55	300116.45
06.07.2029	5349.67	2250.87	7600.55	294766.78
06.08.2029	5389.80	2210.75	7600.55	289376.98
06.09.2029	5430.22	2170.33	7600.55	283946.76
06.10.2029	5470.95	2129.60	7600.55	278475.82
06.11.2029	5511.98	2088.57	7600.55	272963.84
06.12.2029	5553.32	2047.23	7600.55	267410.52
06.01.2030	5594.97	2005.58	7600.55	261815.55
06.02.2030	5636.93	1963.62	7600.55	256178.63
06.03.2030	5679.21	1921.34	7600.55	250499.42
06.04.2030	5721.80	1878.75	7600.55	244777.62
06.05.2030	5764.71	1835.83	7600.55	239012.90
06.06.2030	5807.95	1792.60	7600.55	233204.95
06.07.2030	5851.51	1749.04	7600.55	227353.44
06.08.2030	5895.40	1705.15	7600.55	221458.05
06.09.2030	5939.61	1660.94	7600.55	215518.44
06.10.2030	5984.16	1616.39	7600.55	209534.28
06.11.2030	6029.04	1571.51	7600.55	203505.24
06.12.2030	6074.26	1526.29	7600.55	197430.98
06.01.2031	6119.81	1480.73	7600.55	191311.17
06.02.2031	6165.71	1434.83	7600.55	185145.46
06.03.2031	6211.96	1388.59	7600.55	178933.50
06.04.2031	6258.55	1342.00	7600.55	172674.96
06.05.2031	6305.48	1295.06	7600.55	166369.47
06.06.2031	6352.78	1247.77	7600.55	160016.70
06.07.2031	6400.42	1200.13	7600.55	153616.27
06.08.2031	6448.42	1152.12	7600.55	147167.85
06.09.2031	6496.79	1103.76	7600.55	140671.06
06.10.2031	6545.51	1055.03	7600.55	134125.55
06.11.2031	6594.60	1005.94	7600.55	127530.94
06.12.2031	6644.06	956.48	7600.55	120886.88
06.01.2032	6693.89	906.65	7600.55	114192.99
06.02.2032	6744.10	856.45	7600.55	107448.89
06.03.2032	6794.68	805.87	7600.55	100654.21
06.04.2032	6845.64	754.91	7600.55	93808.57
06.05.2032	6896.98	703.56	7600.55	86911.58
06.06.2032	6948.71	651.84	7600.55	79962.88
